time(s),mls0_(m),mls1_(m),V(m/s),W(rad/s)
1614597179.571508,0.00800000037997961,-0.0010000000474974513,-0.5947551195006127,0.010553265476085495
1614597179.621445,0.00800000037997961,-0.0020000000949949026,-0.5898004837135097,0.020890738710963405
1614597179.671492,0.00800000037997961,-0.003000000026077032,-0.5848126622078753,0.0310092077303599
1614597179.721421,0.007000000216066837,-0.003000000026077032,-0.5818816345096567,0.030662970126117992
1614597179.771485,0.006000000052154064,-0.004000000189989805,-0.573879548485593,0.039987103513280955
1614597179.821421,0.004999999888241291,-0.003000000026077032,-0.5789392598168903,0.030318055987585194
1614597179.871463,0.004000000189989805,-0.003000000026077032,-0.575985414355009,0.029974470109478627
1614597179.921418,0.003000000026077032,-0.0020000000949949026,-0.5730201921869322,0.029632232170182102
1614597179.971505,0.0020000000949949026,-0.0020000000949949026,-0.5751283991355389,0.01974204672684633
1614597180.021424,0.0020000000949949026,-0.0010000000474974513,-0.5772309140653072,0.009863429627849448
1614597180.071502,0.0010000000474974513,0.0,-0.5793276600881708,-0.0
1614597180.121395,0.0010000000474974513,0.0010000000474974513,-0.574270403332433,-0.009750014680158518
1614597180.171484,0.0010000000474974513,0.0010000000474974513,-0.574270403332433,-0.009750014680158518
1614597180.221428,0.0010000000474974513,0.0010000000474974513,-0.574270403332433,-0.009750014680158518
1614597180.271493,0.0020000000949949026,0.0,-0.5822686467036079,-0.0
1614597180.321411,0.0020000000949949026,-0.0010000000474974513,-0.5772309140653072,0.009863429627849448
1614597180.371471,0.003000000026077032,-0.003000000026077032,-0.5751283991355389,0.01974204672684633
1614597180.421422,0.003000000026077032,-0.004000000189989805,-0.5700435524458909,0.029291351280005887
1614597180.471519,0.003000000026077032,0.0,-0.5709062614629236,0.03953044382706522
1614597180.521419,0.004000000189989805,0.0,0.0,0.0
1614597180.571474,0.003000000026077032,0.0,0.0,0.0
1614597180.621433,0.003000000026077032,0.0,0.0,0.0
1614597180.671517,0.0020000000949949026,0.0,0.0,0.0
1614597180.721434,0.0020000000949949026,0.0,0.0,0.0
1614597180.771479,0.0010000000474974513,0.0,0.0,0.0
1614597180.821396,0.0010000000474974513,0.0,0.0,0.0
1614597180.871506,0.0010000000474974513,0.0,0.0,0.0
1614597180.921432,0.0010000000474974513,0.0,0.0,0.0
1614597180.971467,0.0,0.0,0.0,0.0
1614597181.021411,0.0,0.0,0.0,0.0
1614597181.071478,0.0,0.0,0.0,0.0
1614597181.121426,0.0,0.0,0.0,0.0
1614597181.171481,0.0,0.0,0.0,0.0
1614597181.221443,0.0,0.0,0.0,0.0
1614597181.271483,0.0010000000474974513,0.0,0.0,0.0
1614597181.321427,0.0010000000474974513,0.0,0.0,0.0
1614597181.371445,0.0010000000474974513,0.0,0.0,0.0
1614597181.421422,0.0010000000474974513,0.0,0.0,0.0
1614597181.47149,0.0010000000474974513,0.0,0.0,0.0
1614597181.521418,0.0010000000474974513,0.0,0.0,0.0
1614597181.571492,0.0010000000474974513,0.0,0.0,0.0
1614597181.62142,0.0010000000474974513,0.0,0.0,0.0
1614597181.671493,0.0010000000474974513,0.0,0.0,0.0
1614597181.721429,0.0010000000474974513,0.0,0.0,0.0
1614597181.771485,0.0010000000474974513,0.0,0.0,0.0
1614597181.821428,0.0010000000474974513,0.0,0.0,0.0
1614597181.871481,0.0010000000474974513,0.0,0.0,0.0
1614597181.921431,0.0010000000474974513,0.0,0.0,0.0
1614597181.971485,0.0010000000474974513,0.0,0.0,0.0
1614597182.021414,0.0010000000474974513,0.0,0.0,0.0
1614597182.071548,0.0010000000474974513,0.0,0.0,0.0
1614597182.121452,0.0010000000474974513,0.0,0.0,0.0
1614597182.171466,0.0010000000474974513,0.0,0.0,0.0
1614597182.221399,0.0010000000474974513,0.0,0.0,0.0
1614597182.271497,0.0010000000474974513,0.0,0.0,0.0
1614597182.321396,0.0010000000474974513,0.0,0.0,0.0
1614597182.371471,0.0010000000474974513,0.0,0.0,0.0
1614597182.421419,0.0010000000474974513,0.0,0.0,0.0
1614597182.471486,0.0010000000474974513,0.0,0.0,0.0
1614597182.521393,0.0010000000474974513,0.0,0.0,0.0
1614597182.571495,0.0010000000474974513,0.0,0.0,0.0
1614597182.621496,0.0010000000474974513,0.0,0.0,0.0
1614597182.671499,0.0010000000474974513,0.0,0.0,0.0
1614597182.721456,0.0010000000474974513,0.0,0.0,0.0
1614597182.771475,0.0010000000474974513,0.0,0.0,0.0
1614597182.821418,0.0010000000474974513,0.0,0.0,0.0
1614597182.871451,0.0010000000474974513,0.0,0.0,0.0
1614597182.921426,0.0010000000474974513,0.0,0.0,0.0
1614597182.971431,0.0010000000474974513,0.0,0.0,0.0
1614597183.021423,0.0010000000474974513,0.0,0.0,0.0
1614597183.071505,0.0010000000474974513,0.0,0.0,0.0
1614597183.121402,0.0010000000474974513,0.0,0.0,0.0
1614597183.171499,0.0010000000474974513,0.0,0.0,0.0
1614597183.221423,0.0010000000474974513,0.0,0.0,0.0
1614597183.271487,0.0010000000474974513,0.0,0.0,0.0
1614597183.32142,0.0010000000474974513,0.0,0.0,0.0
1614597183.371504,0.0010000000474974513,0.0,0.0,0.0
1614597183.421435,0.0010000000474974513,0.0,0.0,0.0
1614597183.471496,0.0010000000474974513,0.0,0.0,0.0
1614597183.521412,0.0010000000474974513,0.0,0.0,0.0
1614597183.571492,0.0010000000474974513,0.0,0.0,0.0
1614597183.62142,0.0010000000474974513,0.0,0.0,0.0
1614597183.671509,0.0010000000474974513,0.0,0.0,0.0
1614597183.721442,0.0010000000474974513,0.0,0.0,0.0
1614597183.771454,0.0010000000474974513,0.0,0.0,0.0
1614597183.821433,0.0010000000474974513,0.0,0.0,0.0
1614597183.871412,0.0010000000474974513,0.0,0.0,0.0
1614597183.921425,0.0010000000474974513,0.0,0.0,0.0
1614597183.971494,0.0010000000474974513,0.0,0.0,0.0
1614597184.021418,0.0010000000474974513,0.0,0.0,0.0
1614597184.07148,0.0010000000474974513,0.0,0.0,0.0
1614597184.121423,0.0010000000474974513,0.0,0.0,0.0
1614597184.171448,0.0010000000474974513,0.0,0.0,0.0
1614597184.22142,0.0010000000474974513,0.0,0.0,0.0
1614597184.271498,0.0010000000474974513,0.0,0.0,0.0
1614597184.321432,0.0010000000474974513,0.0,0.0,0.0
1614597184.371489,0.0010000000474974513,0.0,0.0,0.0
1614597184.421369,0.0010000000474974513,0.0,0.0,0.0
1614597184.471428,0.0010000000474974513,0.0,0.0,0.0
1614597184.521439,0.0010000000474974513,0.0,0.0,0.0
1614597184.571471,0.0010000000474974513,0.0,0.0,0.0
1614597184.621465,0.0010000000474974513,0.0,0.0,0.0
1614597184.671468,0.0010000000474974513,0.0,0.0,0.0
1614597184.721413,0.0010000000474974513,0.0,0.0,0.0
1614597184.771448,0.0010000000474974513,0.0,0.0,0.0
1614597184.821439,0.0010000000474974513,0.0,0.0,0.0
